date_key,date,product_key,product_type_l,production_units,liters_produced,production_start_ts,production_end_ts,published_efficiency,calculated_efficiency,published_gallons_per_hour,monitored_hours,operating_hours,downtime_hours,time_reconciliation_variance_h,litres_reconciliation_variance
20220722,2022-07-22T00:00:00,P03L,3,2849,8547,2022-07-22T11:58:03,2022-07-22T20:46:54,0.5745132353469528,0.5745132353469528,562.6158642599534,8.814149999999993,5.063845833333339,3.7503041666666532,4.440892098500626e-16,0
20220726,2022-07-26T00:00:00,P03L,3,2243,6729,2022-07-26T13:17:44,2022-07-26T17:47:45,0.4046376115974337,0.4046376115974337,1231.7719925179722,4.500209166666661,1.8209538888888752,2.6792552777777856,0.0,0
20220801,2022-08-01T00:00:00,P03L,3,754,2262,2022-08-01T14:32:36,2022-08-01T17:33:58,0.26910944150793603,0.26910944150793603,926.8934318413711,3.0228222222222203,0.8134699999999998,2.20935222222222,4.440892098500626e-16,0
20220804,2022-08-04T00:00:00,P03L,3,1090,3270,2022-08-04T10:33:05,2022-08-04T16:00:04,0.4212542953347112,0.42125429533471115,474.8118600355313,5.4495494444444414,2.2956461111111097,3.1539033333333313,4.440892098500626e-16,0
20220902,2022-09-02T00:00:00,P05L,5,907,4535,2022-09-02T11:45:06,2022-09-02T16:45:22,0.2879542967465605,0.2879542967465605,629.3754818812649,5.004652222222218,1.44111111111111,3.5635411111111077,0.0,0
20220906,2022-09-06T00:00:00,P03L,3,1262,3786,2022-09-06T14:02:58,2022-09-06T17:35:58,0.7334178834140013,0.7334178834140012,484.68482577611667,3.5501641666666615,2.6037538888888943,0.9464102777777671,1.1102230246251565e-16,0
20220908,2022-09-08T00:00:00,P05L,5,907,4535,2022-09-08T10:24:19,2022-09-08T15:55:20,0.23950233939255117,0.2395023393925512,686.4367976541905,5.516923611111108,1.3213161111111116,4.195607499999997,-8.881784197001252e-16,0
20220912,2022-09-12T00:00:00,P05L,5,892,4460,2022-09-12T13:34:01,2022-09-12T17:09:14,0.3780342950498129,0.37803429504981284,657.8288329868211,3.586912222222221,1.355975833333335,2.230936388888886,4.440892098500626e-16,0
20220915,2022-09-15T00:00:00,P03L,3,1942,5826,2022-09-15T10:16:01,2022-09-15T16:25:17,0.492191421761799,0.4921914217617989,641.1002950755991,6.154449444444441,3.029167222222223,3.125282222222218,0.0,0
20220920,2022-09-20T00:00:00,P05L,5,780,3900,2022-09-20T10:15:10,2022-09-20T14:44:55,0.21787681228680503,0.217876812286805,796.2663953462642,4.495988611111108,0.9795716666666681,3.51641694444444,0.0,0
20220922,2022-09-22T00:00:00,P03L,3,1501,4503,2022-09-22T11:00:22,2022-09-22T16:37:20,0.4774198306129945,0.4774198306129945,559.8062703150703,5.616198888888886,2.6812847222222196,2.934914166666666,4.440892098500626e-16,0
20220928,2022-09-28T00:00:00,P05L,5,406,2030,2022-09-28T14:41:58,2022-09-28T15:44:43,0.6971675951317001,0.6971675951317002,556.8089089425425,1.0458819444444458,0.7291550000000008,0.31672694444444516,-1.1102230246251565e-16,0
20220928,2022-09-28T00:00:00,P03L,3,146,438,2022-09-28T17:53:44,2022-09-28T18:30:44,0.3648657778882787,0.3648657778882787,648.8504384925402,0.6167016666666663,0.22501333333333112,0.39168833333333514,0.0,0
20221007,2022-10-07T00:00:00,P03L,3,1282,3846,2022-10-07T13:51:09,2022-10-07T17:34:54,0.43685715094392524,0.4368571509439253,786.8855142274427,3.7293833333333297,1.6292077777777576,2.1001755555555723,0.0,0
20221010,2022-10-10T00:00:00,P03L,3,383,1149,2022-10-10T13:46:57,2022-10-10T14:55:57,0.45340578105159657,0.4534057810515965,734.5052317782807,1.1500502777777761,0.5214394444444381,0.628610833333338,0.0,0
20221010,2022-10-10T00:00:00,P05L,5,289,1445,2022-10-10T15:57:27,2022-10-10T16:39:57,0.35293827001700157,0.35293827001700157,1155.961467951101,0.7083627777777769,0.2500083333333263,0.4583544444444506,0.0,0
20221011,2022-10-11T00:00:00,P05L,5,348,1740,2022-10-11T11:05:47,2022-10-11T12:30:32,0.4605810075157355,0.4605810075157355,534.8938388581015,1.412555833333334,0.6505963888888963,0.7619594444444376,0.0,0
20221013,2022-10-13T00:00:00,P03L,3,1007,3021,2022-10-13T10:37:10,2022-10-13T16:32:04,0.31769265951018494,0.31769265951018494,535.8850995649154,5.914943611111107,1.8791341666666646,4.035809444444442,8.881784197001252e-16,0
20221020,2022-10-20T00:00:00,P03L,3,301,903,2022-10-20T15:03:10,2022-10-20T15:51:40,0.9484073598718956,0.9484073598718956,301.0,0.8083624999999997,0.7666569444444449,0.23334305555555426,-0.1916374999999995,0
20221024,2022-10-24T00:00:00,P03L,3,1174,3522,2022-10-24T13:53:29,2022-10-24T18:20:29,0.34732899330219635,0.34732899330219635,263.8074460313286,4.450215555555551,1.545688888888884,2.454311111111113,0.45021555555555404,0
20221024,2022-10-24T00:00:00,P05L,5,76,380,2022-10-24T18:20:44,2022-10-24T18:33:00,0.3879987048570385,0.3879987048570386,372.2175513635699,0.20418166666666854,0.07922222222221896,0.12494444444444754,1.5000000002041158e-05,0
20221025,2022-10-25T00:00:00,P03L,3,1973,5919,2022-10-25T11:36:58,2022-10-25T17:19:23,0.5688031896615007,0.5688031896615007,345.72123969013035,5.706909999999995,3.246108611111112,2.4608013888888833,0.0,0
20221026,2022-10-26T00:00:00,P03L,3,428,1284,2022-10-26T16:42:01,2022-10-26T17:58:01,0.5560701766696908,0.5560701766696908,337.87954708176477,1.2667236111111118,0.7043872222222246,0.562336388888887,1.1102230246251565e-16,0
20221028,2022-10-28T00:00:00,P03L,3,458,1374,2022-10-28T16:00:47,2022-10-28T17:51:17,0.3892681574575878,0.3892681574575878,248.6763054374866,1.8417516666666667,0.7169352777777748,1.1248163888888918,0.0,0
20221031,2022-10-31T00:00:00,P03L,3,1739,5217,2022-10-31T11:09:08,2022-10-31T18:20:39,0.4728109604481979,0.4728109604481979,241.79776662660925,7.191960555555551,3.4004377777777752,3.7915227777777756,0.0,0
20221103,2022-11-03T00:00:00,P03L,3,998,2994,2022-11-03T11:17:25,2022-11-03T16:55:03,0.2907534760673178,0.2907534760673177,177.35573790585477,5.627108611111107,1.636101388888891,3.991007222222216,4.440892098500626e-16,0
20221108,2022-11-08T00:00:00,P03L,3,1388,4164,2022-11-08T12:35:08,2022-11-08T18:44:39,0.528521650506956,0.528521650506956,225.37567348167087,6.158606111111109,3.2549566666666685,2.9036494444444396,4.440892098500626e-16,0
20221111,2022-11-11T00:00:00,P05L,5,574,2870,2022-11-11T14:45:16,2022-11-11T17:40:06,0.4274377380213946,0.4274377380213946,196.9802650825886,2.9139974999999976,1.2455524999999978,1.6684449999999997,0.0,0
20221114,2022-11-14T00:00:00,P03L,3,330,990,2022-11-14T15:31:38,2022-11-14T16:29:38,0.5732687193530166,0.5732687193530166,341.36410590907644,0.9667097222222206,0.5541844444444428,0.4125252777777778,0.0,0
20221115,2022-11-15T00:00:00,P03L,3,1322,3966,2022-11-15T10:53:50,2022-11-15T15:33:51,0.46429634941549486,0.4642963494154948,283.2724105992882,4.666885833333328,2.1668180555555536,2.5000677777777742,4.440892098500626e-16,0
20221121,2022-11-21T00:00:00,P05L,5,606,3030,2022-11-21T13:26:21,2022-11-21T17:51:21,0.2896277371000365,0.28962773710003653,137.20129113609613,4.416868055555551,1.2792474999999928,3.137620555555559,-4.440892098500626e-16,0
20221123,2022-11-23T00:00:00,P03L,3,944,2832,2022-11-23T15:08:43,2022-11-23T17:26:43,0.7554043656644657,0.7554043656644657,410.4155010108826,2.3001080555555546,1.7375116666666712,0.5625963888888834,0.0,0
20221128,2022-11-28T00:00:00,P03L,3,1596,4788,2022-11-28T12:03:25,2022-11-28T18:45:20,0.3219730730456053,0.3219730730456053,238.261833150616,6.698513055555552,2.1567408333333287,4.541885833333332,-0.00011361111110819166,0
20221202,2022-12-02T00:00:00,P05L,5,509,2545,2022-12-02T12:09:06,2022-12-02T15:12:51,0.3864415898727917,0.3864415898727917,166.1963785624088,3.0626419444444406,1.1835322222222078,1.8792455555555672,-0.00013583333333433423,0
20221205,2022-12-05T00:00:00,P05L,5,558,2790,2022-12-05T11:53:19,2022-12-05T15:16:35,0.5300976640637284,0.5300976640637284,164.71539978292154,3.3876613888888856,1.795791388888884,2.2042086111111128,-0.6123386111111111,0
20221206,2022-12-06T00:00:00,P03L,3,1050,3150,2022-12-06T07:47:25,2022-12-06T16:08:46,0.1735314494220207,0.1735314494220207,125.66205285252866,8.35574444444444,1.4499844444444407,6.859957499999999,0.045802499999999746,0
20221208,2022-12-08T00:00:00,P03L,3,1856,5568,2022-12-08T10:52:48,2022-12-08T17:50:49,0.45515328419425094,0.45515328419425094,266.3988431170931,6.966997222222218,3.1710516666666657,3.828948333333328,-0.03300277777777616,0
20221213,2022-12-13T00:00:00,P05L,5,1394,6970,2022-12-13T07:05:42,2022-12-13T16:58:25,0.2930143930951305,0.2930143930951305,141.11450993695414,9.878502222222213,2.8945433333333397,6.999067777777764,-0.015108888888891059,0
20221216,2022-12-16T00:00:00,P03L,3,225,675,2022-12-16T16:32:17,2022-12-16T17:31:47,0.41175806584885893,0.4117580658488589,226.88154122591683,0.9917069444444434,0.4083433333333258,0.5833233333333401,4.0277777777486534e-05,0
20221219,2022-12-19T00:00:00,P05L,5,543,2715,2022-12-19T11:02:06,2022-12-19T16:46:36,0.1538450709451443,0.1538450709451443,94.56740082505084,5.741936388888883,0.8833686111111159,4.858575833333323,-8.055555556829574e-06,0
20221220,2022-12-20T00:00:00,P03L,3,1941,5823,2022-12-20T11:38:31,2022-12-20T17:40:53,0.5186774482690634,0.5186774482690634,321.39119760858034,6.039368888888885,3.1324844444444553,2.9069599999999842,-7.555555555471827e-05,0
